run_id,started_at,agent,model,trigger,outcome,error,duration_s,tool_calls,input_tokens,output_tokens,cost_usd
run_00533,2026-08-20 08:08,Support Triage,clank-mini,API,succeeded,,15.0,2,2407,598,0.0392
run_00534,2026-08-20 12:50,Support Triage,clank-pro,Schedule,succeeded,,9.9,2,2107,377,0.12845
run_00535,2026-08-20 09:56,Support Triage,clank-mini,Slack,succeeded,,15.7,3,2867,390,0.03771
run_00536,2026-08-20 15:25,Support Triage,clank-mini,Schedule,succeeded,,14.8,2,2671,692,0.04176
run_00537,2026-08-20 18:12,Support Triage,clank-pro,Slack,succeeded,,19.0,4,3889,611,0.20999
run_00538,2026-08-20 15:11,Support Triage,clank-mini,API,succeeded,,8.7,2,2129,397,0.03487
run_00539,2026-08-20 17:55,Support Triage,clank-mini,Schedule,succeeded,,24.6,4,5086,845,0.05386
run_00540,2026-08-20 01:03,Support Triage,clank-mini,API,succeeded,,8.5,3,2185,643,0.03903
run_00541,2026-08-20 13:16,Support Triage,clank-mini,Schedule,succeeded,,13.6,3,2675,472,0.03825
run_00542,2026-08-20 13:55,Support Triage,clank-pro,API,succeeded,,8.0,3,2444,521,0.15584
run_00543,2026-08-20 15:20,Support Triage,clank-mini,Schedule,escalated,,24.4,2,3323,431,0.04019
run_00544,2026-08-20 13:16,Support Triage,clank-mini,Schedule,succeeded,,25.6,0,3311,670,0.04396
run_00545,2026-08-20 23:55,Support Triage,clank-mini,API,succeeded,,5.1,4,2327,624,0.03929
run_00546,2026-08-20 05:33,Support Triage,clank-mini,API,succeeded,,9.5,2,1715,307,0.03177
run_00547,2026-08-20 08:06,Support Triage,clank-pro,API,succeeded,,29.6,4,5209,1521,0.35879
run_00548,2026-08-20 10:39,Support Triage,clank-pro,API,succeeded,,15.0,3,2599,613,0.17153
run_00549,2026-08-20 10:38,Support Triage,clank-mini,API,succeeded,,7.2,2,1772,251,0.0311
run_00550,2026-08-20 15:57,Support Triage,clank-mini,API,succeeded,,23.7,1,3344,934,0.04832
run_00551,2026-08-20 17:23,Support Triage,clank-mini,API,succeeded,,8.2,4,2600,417,0.03707
run_00552,2026-08-20 13:41,Support Triage,clank-mini,API,succeeded,,25.6,2,3366,481,0.04116
run_00553,2026-08-20 13:36,Invoice Parser,clank-mini,API,succeeded,,12.4,3,2810,465,0.03868
run_00554,2026-08-20 12:49,Invoice Parser,clank-mini,API,succeeded,,15.5,2,3149,547,0.04135
run_00555,2026-08-20 16:48,Invoice Parser,clank-mini,Schedule,succeeded,,15.6,2,3158,439,0.03966
run_00556,2026-08-20 08:25,Invoice Parser,clank-mini,API,succeeded,,64.9,3,9253,2140,0.09125
run_00557,2026-08-20 14:44,Invoice Parser,clank-mini,Schedule,succeeded,,17.6,2,2408,710,0.04099
run_00558,2026-08-20 11:30,Invoice Parser,clank-mini,Schedule,succeeded,,33.4,2,4887,1003,0.0556
run_00559,2026-08-20 05:57,Invoice Parser,clank-mini,Slack,escalated,,17.9,3,3551,555,0.04308
run_00560,2026-08-20 15:40,Invoice Parser,clank-mini,API,succeeded,,20.8,2,3741,1122,0.05292
run_00561,2026-08-20 12:31,Invoice Parser,clank-mini,Slack,succeeded,,16.8,3,3369,567,0.04255
run_00562,2026-08-20 15:07,Invoice Parser,clank-mini,Webhook,succeeded,,17.1,2,2607,739,0.04225
run_00563,2026-08-20 16:08,Invoice Parser,clank-mini,Slack,succeeded,,7.1,2,1668,492,0.03454
run_00564,2026-08-20 09:18,Invoice Parser,clank-mini,API,succeeded,,15.6,1,2830,591,0.04078
run_00565,2026-08-20 11:01,Invoice Parser,clank-mini,API,succeeded,,21.3,2,3054,675,0.04302
run_00566,2026-08-20 16:50,Invoice Parser,clank-mini,API,succeeded,,17.0,2,3126,773,0.04487
run_00567,2026-08-20 13:51,Invoice Parser,clank-mini,Slack,succeeded,,9.6,2,2220,283,0.03341
run_00568,2026-08-20 20:07,Invoice Parser,clank-mini,Webhook,succeeded,,15.8,0,1976,498,0.03587
run_00569,2026-08-20 20:23,Invoice Parser,clank-mini,API,succeeded,,19.4,2,3641,661,0.04514
run_00570,2026-08-20 09:17,Invoice Parser,clank-mini,Slack,succeeded,,24.4,2,3386,895,0.04786
run_00571,2026-08-20 19:33,Code Reviewer,clank-ultra,API,succeeded,,59.5,3,10646,1592,2.06168
run_00572,2026-08-20 01:42,Code Reviewer,clank-ultra,API,succeeded,,178.1,10,30917,7726,7.43852
run_00573,2026-08-20 13:00,Code Reviewer,clank-ultra,Webhook,succeeded,,60.1,4,9640,2229,2.24672
run_00574,2026-08-20 11:56,Code Reviewer,clank-ultra,Schedule,succeeded,,99.6,6,14994,3259,3.3836
run_00575,2026-08-20 11:33,Code Reviewer,clank-pro,Schedule,succeeded,,182.9,7,23150,4540,1.2593
run_00576,2026-08-20 15:53,Code Reviewer,clank-pro,Schedule,succeeded,,62.9,7,12786,3388,0.81014
run_00577,2026-08-20 08:22,Code Reviewer,clank-pro,Schedule,succeeded,,101.4,4,11474,2444,0.6575
run_00578,2026-08-20 18:29,Code Reviewer,clank-pro,Slack,succeeded,,168.4,5,23363,5277,1.35413
run_00579,2026-08-20 17:40,Lead Enricher,clank-mini,API,failed,Rate limited,24.1,3,4568,655,0.04875
run_00580,2026-08-20 10:02,Lead Enricher,clank-pro,Webhook,succeeded,,30.5,3,5160,657,0.25364
run_00581,2026-08-20 14:18,Lead Enricher,clank-mini,Slack,succeeded,,35.5,7,8216,2301,0.08968
run_00582,2026-08-20 18:04,Lead Enricher,clank-pro,API,succeeded,,54.9,5,9945,2044,0.56363
run_00583,2026-08-20 11:29,Lead Enricher,clank-pro,Schedule,succeeded,,40.0,3,6554,1522,0.39926
run_00584,2026-08-20 15:42,Lead Enricher,clank-pro,Slack,succeeded,,86.6,5,13263,3492,0.83693
run_00585,2026-08-20 10:39,Lead Enricher,clank-pro,Slack,failed,Rate limited,48.7,4,6045,1442,0.37439
run_00586,2026-08-20 10:53,Lead Enricher,clank-pro,Slack,succeeded,,60.3,6,9522,1220,0.45206
run_00587,2026-08-20 10:01,Lead Enricher,clank-pro,API,succeeded,,24.5,6,5039,686,0.25349
run_00588,2026-08-20 15:20,Lead Enricher,clank-mini,Slack,succeeded,,49.7,4,9344,2634,0.09952
run_00589,2026-08-20 07:48,Lead Enricher,clank-pro,API,succeeded,,35.3,5,6544,862,0.31976
run_00590,2026-08-20 20:14,On-call Summarizer,clank-ultra,API,succeeded,,66.8,9,10196,2266,2.3312
run_00591,2026-08-20 07:50,On-call Summarizer,clank-ultra,API,failed,Invalid output,65.2,12,10672,2173,2.34368
run_00592,2026-08-20 14:41,On-call Summarizer,clank-ultra,API,escalated,,59.9,11,11266,2634,2.63624
run_00593,2026-08-20 13:02,On-call Summarizer,clank-ultra,Schedule,succeeded,,156.8,15,22430,4730,4.982
run_00594,2026-08-20 15:40,On-call Summarizer,clank-ultra,Slack,succeeded,,49.4,9,10444,2469,2.4584
run_00595,2026-08-21 15:00,Support Triage,clank-pro,Schedule,succeeded,,21.7,3,3272,411,0.16748
run_00596,2026-08-21 12:43,Support Triage,clank-mini,Webhook,succeeded,,15.9,4,4127,588,0.04592
run_00597,2026-08-21 07:28,Support Triage,clank-mini,Slack,succeeded,,22.6,4,4624,1228,0.05814
run_00598,2026-08-21 19:23,Support Triage,clank-mini,Schedule,succeeded,,9.2,2,1757,444,0.03413
run_00599,2026-08-21 10:04,Support Triage,clank-mini,Slack,succeeded,,4.5,6,3013,695,0.04317
run_00600,2026-08-21 16:00,Support Triage,clank-pro,Schedule,escalated,,8.1,2,1961,547,0.14447
run_00601,2026-08-21 15:58,Support Triage,clank-mini,API,succeeded,,10.8,3,2734,809,0.04388
run_00602,2026-08-21 10:58,Support Triage,clank-mini,API,succeeded,,15.6,1,2450,570,0.03892
run_00603,2026-08-21 16:15,Support Triage,clank-mini,API,succeeded,,8.4,4,2806,650,0.04162
run_00604,2026-08-21 10:37,Support Triage,clank-mini,Webhook,succeeded,,5.9,2,1358,359,0.03118
run_00605,2026-08-21 19:40,Support Triage,clank-mini,API,succeeded,,11.5,1,1764,486,0.03483
run_00606,2026-08-21 08:27,Support Triage,clank-pro,Schedule,succeeded,,13.3,3,2574,356,0.13994
run_00607,2026-08-21 07:57,Support Triage,clank-mini,Schedule,succeeded,,11.2,2,2159,354,0.0343
run_00608,2026-08-21 13:32,Support Triage,clank-pro,Slack,succeeded,,9.4,4,2677,499,0.16019
run_00609,2026-08-21 18:42,Support Triage,clank-mini,API,succeeded,,13.0,4,3483,632,0.04404
run_00610,2026-08-21 20:38,Support Triage,clank-mini,Slack,succeeded,,11.7,3,2968,843,0.04536
run_00611,2026-08-21 11:40,Support Triage,clank-mini,API,succeeded,,6.6,4,2529,397,0.03647
run_00612,2026-08-21 10:23,Support Triage,clank-mini,API,succeeded,,8.5,1,1385,409,0.03208
run_00613,2026-08-21 11:11,Support Triage,clank-mini,API,succeeded,,20.0,3,3365,465,0.0409
run_00614,2026-08-21 12:24,Support Triage,clank-mini,Slack,succeeded,,9.3,2,1746,375,0.03298
run_00615,2026-08-21 17:56,Support Triage,clank-mini,API,succeeded,,9.8,1,1506,297,0.03078
run_00616,2026-08-21 10:48,Support Triage,clank-mini,API,succeeded,,19.5,5,4950,1353,0.06145
run_00617,2026-08-21 16:13,Support Triage,clank-mini,Slack,succeeded,,15.6,1,2620,491,0.03834
run_00618,2026-08-21 13:20,Support Triage,clank-mini,Schedule,succeeded,,27.3,2,4771,1131,0.05718
run_00619,2026-08-21 09:13,Invoice Parser,clank-mini,Slack,succeeded,,35.9,2,5419,781,0.05417
run_00620,2026-08-21 14:33,Invoice Parser,clank-mini,Schedule,succeeded,,24.7,1,4016,711,0.04744
run_00621,2026-08-21 11:28,Invoice Parser,clank-mini,Schedule,succeeded,,21.6,2,2892,384,0.03771
run_00622,2026-08-21 06:21,Invoice Parser,clank-mini,API,succeeded,,45.3,0,4952,1223,0.05938
run_00623,2026-08-21 17:52,Invoice Parser,clank-mini,Webhook,succeeded,,58.6,2,6121,1455,0.06776
run_00624,2026-08-21 12:46,Invoice Parser,clank-mini,Schedule,succeeded,,52.2,2,8140,1653,0.07901
run_00625,2026-08-21 16:44,Invoice Parser,clank-mini,API,succeeded,,31.8,1,4907,1030,0.05611
run_00626,2026-08-21 14:43,Invoice Parser,clank-mini,Slack,succeeded,,14.4,3,3073,387,0.03848
run_00627,2026-08-21 11:58,Invoice Parser,clank-mini,Slack,failed,Tool timeout,17.5,1,2207,308,0.03376
run_00628,2026-08-21 14:10,Invoice Parser,clank-mini,Schedule,succeeded,,27.9,2,3679,487,0.04251
run_00629,2026-08-21 15:33,Invoice Parser,clank-mini,API,succeeded,,19.4,3,3092,670,0.04309
run_00630,2026-08-21 07:13,Invoice Parser,clank-mini,API,succeeded,,28.6,3,4980,1439,0.06294
run_00631,2026-08-21 15:09,Invoice Parser,clank-mini,Slack,succeeded,,15.7,2,2838,591,0.04081
run_00632,2026-08-21 20:56,Code Reviewer,clank-ultra,API,escalated,,137.6,7,23119,6311,5.82356
run_00633,2026-08-21 13:29,Code Reviewer,clank-pro,Schedule,succeeded,,103.7,5,11815,2963,0.73001
run_00634,2026-08-21 12:07,Code Reviewer,clank-ultra,API,succeeded,,128.9,9,19272,3189,3.86336
run_00635,2026-08-21 18:43,Code Reviewer,clank-ultra,API,succeeded,,149.8,8,16792,2362,3.1688
run_00636,2026-08-21 14:29,Code Reviewer,clank-pro,Schedule,succeeded,,61.4,5,9820,1869,0.53888
run_00637,2026-08-21 00:43,Code Reviewer,clank-pro,API,succeeded,,99.3,10,16577,3966,0.99323
run_00638,2026-08-21 11:24,Code Reviewer,clank-ultra,API,succeeded,,54.3,8,11539,1800,2.26868
run_00639,2026-08-21 00:00,Code Reviewer,clank-pro,API,succeeded,,69.8,9,11917,1661,0.57683
run_00640,2026-08-21 07:25,Code Reviewer,clank-ultra,API,succeeded,,83.1,3,11017,1949,2.27756
run_00641,2026-08-21 08:41,Lead Enricher,clank-pro,API,succeeded,,24.6,6,5470,1632,0.37994
run_00642,2026-08-21 10:20,Lead Enricher,clank-pro,Schedule,succeeded,,23.1,6,5912,1048,0.32312
run_00643,2026-08-21 15:58,Lead Enricher,clank-pro,API,succeeded,,20.0,5,5184,839,0.2762
run_00644,2026-08-21 09:48,Lead Enricher,clank-mini,API,succeeded,,33.0,8,7033,1657,0.07464
run_00645,2026-08-21 15:17,Lead Enricher,clank-mini,Slack,succeeded,,48.5,3,8324,2123,0.08726
run_00646,2026-08-21 14:03,Lead Enricher,clank-pro,Schedule,succeeded,,55.3,6,9726,1835,0.53198
run_00647,2026-08-21 14:31,Lead Enricher,clank-mini,API,succeeded,,23.3,5,4247,963,0.0524
run_00648,2026-08-21 11:46,Lead Enricher,clank-mini,API,succeeded,,28.4,6,5563,1245,0.06217
run_00649,2026-08-21 10:05,Lead Enricher,clank-pro,API,succeeded,,31.7,8,7410,1467,0.41834
run_00650,2026-08-21 20:27,On-call Summarizer,clank-ultra,Slack,escalated,,67.6,9,11880,2396,2.59568
run_00651,2026-08-21 13:04,On-call Summarizer,clank-ultra,Slack,succeeded,,52.7,6,9877,1868,2.10188
run_00652,2026-08-21 12:26,On-call Summarizer,clank-ultra,Webhook,succeeded,,144.0,6,21767,4055,4.57844
run_00653,2026-08-21 12:59,On-call Summarizer,clank-ultra,API,succeeded,,103.2,13,19592,2451,3.54752
run_00654,2026-08-21 10:43,On-call Summarizer,clank-ultra,API,succeeded,,72.0,12,11869,1621,2.22236
run_00655,2026-08-22 08:33,Support Triage,clank-pro,Slack,succeeded,,11.7,2,2573,580,0.16679
run_00656,2026-08-22 10:06,Support Triage,clank-mini,Slack,succeeded,,24.3,2,4376,526,0.04592
run_00657,2026-08-22 22:26,Support Triage,clank-mini,Schedule,succeeded,,9.3,6,3699,576,0.04401
run_00658,2026-08-22 03:28,Support Triage,clank-mini,API,succeeded,,38.5,4,7411,1477,0.07328
run_00659,2026-08-22 16:55,Support Triage,clank-mini,API,succeeded,,13.3,4,3694,886,0.04895
run_00660,2026-08-22 11:06,Support Triage,clank-mini,Slack,succeeded,,21.1,3,4212,964,0.05227
run_00661,2026-08-22 21:56,Support Triage,clank-mini,API,succeeded,,11.7,4,3155,932,0.04753
run_00662,2026-08-22 15:25,Support Triage,clank-mini,Slack,succeeded,,25.5,3,3997,983,0.05172
run_00663,2026-08-22 13:32,Invoice Parser,clank-mini,API,failed,Auth expired,18.8,2,3071,704,0.04355
run_00664,2026-08-22 19:50,Invoice Parser,clank-mini,API,succeeded,,27.1,1,3212,468,0.04034
run_00665,2026-08-22 13:19,Invoice Parser,clank-mini,Webhook,failed,Rate limited,20.4,3,3381,509,0.04167
run_00666,2026-08-22 16:01,Invoice Parser,clank-mini,Webhook,succeeded,,27.3,3,4153,854,0.05028
run_00667,2026-08-22 08:40,Invoice Parser,clank-mini,API,succeeded,,35.1,1,5147,967,0.05606
run_00668,2026-08-22 20:50,Code Reviewer,clank-pro,Slack,succeeded,,74.6,3,8375,1139,0.40793
run_00669,2026-08-22 10:23,Code Reviewer,clank-pro,API,succeeded,,123.9,6,18665,2878,0.92531
run_00670,2026-08-22 13:20,Code Reviewer,clank-ultra,Slack,failed,Tool timeout,129.4,7,22164,3920,4.56128
run_00671,2026-08-22 16:29,Lead Enricher,clank-mini,API,succeeded,,19.4,3,3634,887,0.04873
run_00672,2026-08-22 22:36,Lead Enricher,clank-mini,Slack,succeeded,,42.5,7,9087,1435,0.07931
run_00673,2026-08-22 10:44,Lead Enricher,clank-pro,Webhook,succeeded,,90.6,4,15546,2311,0.7637
run_00674,2026-08-22 12:21,Lead Enricher,clank-mini,Schedule,succeeded,,30.1,8,7447,1272,0.07014
run_00675,2026-08-22 09:08,On-call Summarizer,clank-ultra,Slack,succeeded,,40.0,6,7352,2070,1.89584
run_00676,2026-08-22 23:12,On-call Summarizer,clank-ultra,API,succeeded,,74.3,7,14636,2145,2.80592
run_00677,2026-08-23 10:06,Support Triage,clank-mini,Schedule,escalated,,7.6,2,1564,391,0.03251
run_00678,2026-08-23 03:15,Support Triage,clank-mini,API,succeeded,,5.2,4,2349,701,0.04061
run_00679,2026-08-23 11:41,Support Triage,clank-mini,Schedule,succeeded,,6.2,1,1353,217,0.02888
run_00680,2026-08-23 14:50,Support Triage,clank-mini,API,failed,Invalid output,11.7,5,3321,825,0.04648
run_00681,2026-08-23 08:25,Support Triage,clank-mini,Schedule,succeeded,,13.7,4,3400,845,0.04712
run_00682,2026-08-23 11:42,Support Triage,clank-pro,API,succeeded,,8.0,2,1974,281,0.11294
run_00683,2026-08-23 06:41,Support Triage,clank-mini,Schedule,succeeded,,14.1,2,3003,360,0.03777
run_00684,2026-08-23 16:57,Support Triage,clank-mini,Schedule,succeeded,,17.0,3,3354,998,0.04938
run_00685,2026-08-23 17:32,Support Triage,clank-mini,API,succeeded,,10.9,2,2512,574,0.03923
run_00686,2026-08-23 11:17,Support Triage,clank-mini,Schedule,succeeded,,10.3,5,3580,687,0.04531
run_00687,2026-08-23 22:09,Invoice Parser,clank-mini,API,succeeded,,14.4,2,2757,738,0.04284
run_00688,2026-08-23 16:50,Invoice Parser,clank-mini,API,succeeded,,10.8,1,1420,334,0.03102
run_00689,2026-08-23 10:49,Invoice Parser,clank-mini,Slack,succeeded,,11.4,3,2314,663,0.03986
run_00690,2026-08-23 23:56,Invoice Parser,clank-mini,Slack,succeeded,,22.6,2,4207,923,0.0516
run_00691,2026-08-23 13:24,Invoice Parser,clank-mini,Slack,succeeded,,34.5,3,6439,1239,0.06558
run_00692,2026-08-23 18:09,Invoice Parser,clank-mini,API,succeeded,,24.9,2,4397,1064,0.05461
run_00693,2026-08-23 11:51,Code Reviewer,clank-pro,API,failed,Rate limited,53.5,8,8338,1459,0.44522
run_00694,2026-08-23 10:15,Code Reviewer,clank-ultra,API,succeeded,,144.8,6,20427,5666,5.19092
run_00695,2026-08-23 13:08,Code Reviewer,clank-pro,Schedule,failed,Auth expired,122.8,2,17154,4871,1.11914
run_00696,2026-08-23 12:15,Lead Enricher,clank-pro,Schedule,failed,Auth expired,17.4,7,5294,1497,0.35846
run_00697,2026-08-23 11:53,Lead Enricher,clank-mini,API,succeeded,,32.9,9,8788,1589,0.08058
run_00698,2026-08-23 10:16,Lead Enricher,clank-mini,Slack,succeeded,,24.1,7,6545,1543,0.07087
run_00699,2026-08-23 15:54,Lead Enricher,clank-mini,API,succeeded,,26.9,4,4030,1129,0.05418
run_00700,2026-08-23 15:12,On-call Summarizer,clank-ultra,Schedule,succeeded,,35.2,12,8350,1989,1.97672
run_00701,2026-08-23 12:23,On-call Summarizer,clank-ultra,API,succeeded,,81.2,3,9428,1732,1.98272
run_00702,2026-08-24 18:07,Support Triage,clank-mini,API,succeeded,,10.1,2,2047,491,0.03604
run_00703,2026-08-24 12:43,Support Triage,clank-mini,API,succeeded,,25.3,3,5112,1389,0.06267
run_00704,2026-08-24 14:08,Support Triage,clank-mini,Schedule,succeeded,,7.4,3,2048,606,0.03789
run_00705,2026-08-24 13:05,Support Triage,clank-mini,API,succeeded,,14.2,3,3235,891,0.0472
run_00706,2026-08-24 09:30,Support Triage,clank-mini,Slack,succeeded,,14.0,2,3038,688,0.04316
run_00707,2026-08-24 12:17,Support Triage,clank-pro,Webhook,succeeded,,15.5,4,3046,589,0.18206
run_00708,2026-08-24 11:03,Support Triage,clank-mini,Schedule,succeeded,,10.9,4,2852,557,0.04032
run_00709,2026-08-24 11:42,Support Triage,clank-mini,API,succeeded,,12.0,3,2365,290,0.0341
run_00710,2026-08-24 09:23,Support Triage,clank-mini,Schedule,succeeded,,10.6,5,3386,459,0.04089
run_00711,2026-08-24 20:47,Support Triage,clank-mini,API,escalated,,9.1,5,3217,561,0.04184
run_00712,2026-08-24 14:34,Support Triage,clank-mini,API,succeeded,,14.7,4,3864,1142,0.05373
run_00713,2026-08-24 12:40,Support Triage,clank-mini,Webhook,succeeded,,5.6,3,1943,477,0.0354
run_00714,2026-08-24 10:36,Support Triage,clank-mini,Webhook,succeeded,,22.6,2,2957,588,0.04124
run_00715,2026-08-24 14:25,Support Triage,clank-mini,API,succeeded,,16.0,5,4019,847,0.04963
run_00716,2026-08-24 15:19,Support Triage,clank-pro,API,succeeded,,9.6,2,2092,606,0.15548
run_00717,2026-08-24 10:17,Support Triage,clank-pro,API,failed,Auth expired,10.9,2,2518,449,0.14942
run_00718,2026-08-24 12:46,Support Triage,clank-mini,Slack,succeeded,,7.8,3,2041,251,0.03218
run_00719,2026-08-24 09:46,Support Triage,clank-mini,API,succeeded,,30.6,1,3624,610,0.04426
run_00720,2026-08-24 14:09,Support Triage,clank-mini,Slack,succeeded,,8.3,2,2023,307,0.033
run_00721,2026-08-24 11:41,Support Triage,clank-mini,API,succeeded,,30.7,3,4875,984,0.05524
run_00722,2026-08-24 16:06,Support Triage,clank-mini,API,succeeded,,12.7,5,3968,571,0.04501
run_00723,2026-08-24 15:09,Support Triage,clank-pro,Schedule,succeeded,,16.8,3,2872,737,0.1946
run_00724,2026-08-24 10:19,Support Triage,clank-mini,API,succeeded,,20.8,4,3626,629,0.04457
run_00725,2026-08-24 18:09,Support Triage,clank-mini,API,succeeded,,12.2,2,2484,605,0.03962
run_00726,2026-08-24 15:31,Support Triage,clank-mini,API,succeeded,,24.2,3,4943,1412,0.06236
run_00727,2026-08-24 10:11,Support Triage,clank-mini,API,succeeded,,8.2,2,1698,471,0.03433
run_00728,2026-08-24 12:42,Support Triage,clank-mini,API,succeeded,,41.7,5,8027,1175,0.07091
run_00729,2026-08-24 14:30,Invoice Parser,clank-mini,API,succeeded,,25.8,1,3302,472,0.04076
run_00730,2026-08-24 14:44,Invoice Parser,clank-mini,Schedule,succeeded,,35.6,3,5772,1252,0.06312
run_00731,2026-08-24 08:26,Invoice Parser,clank-mini,Slack,succeeded,,16.6,3,3110,487,0.04023
run_00732,2026-08-24 10:58,Invoice Parser,clank-mini,Webhook,succeeded,,12.5,1,2261,496,0.03698
run_00733,2026-08-24 15:03,Invoice Parser,clank-mini,API,succeeded,,7.5,3,2238,440,0.03599
run_00734,2026-08-24 03:42,Invoice Parser,clank-mini,Schedule,succeeded,,15.4,2,2201,593,0.03829
run_00735,2026-08-24 12:30,Invoice Parser,clank-mini,Slack,succeeded,,16.1,1,2639,453,0.0378
run_00736,2026-08-24 14:38,Invoice Parser,clank-mini,Schedule,succeeded,,46.8,3,8136,2322,0.0897
run_00737,2026-08-24 09:27,Invoice Parser,clank-mini,API,succeeded,,28.7,3,5438,1608,0.06748
run_00738,2026-08-24 11:52,Invoice Parser,clank-mini,Schedule,succeeded,,18.7,3,3433,579,0.043
run_00739,2026-08-24 11:38,Code Reviewer,clank-ultra,API,succeeded,,71.0,7,13709,2108,2.67692
run_00740,2026-08-24 11:15,Code Reviewer,clank-pro,Webhook,succeeded,,120.1,9,22343,2715,1.01609
run_00741,2026-08-24 16:25,Code Reviewer,clank-pro,API,succeeded,,83.6,6,15170,3195,0.8585
run_00742,2026-08-24 09:01,Code Reviewer,clank-pro,API,succeeded,,139.3,9,24770,3388,1.16966
run_00743,2026-08-24 12:51,Code Reviewer,clank-ultra,API,succeeded,,102.7,6,13731,3189,3.19844
run_00744,2026-08-24 11:57,Code Reviewer,clank-ultra,Schedule,succeeded,,214.9,8,22768,5873,5.5712
run_00745,2026-08-24 10:31,Code Reviewer,clank-pro,API,failed,Tool timeout,72.8,8,13681,2277,0.70367
run_00746,2026-08-24 16:48,Code Reviewer,clank-ultra,Schedule,succeeded,,48.5,12,10522,2886,2.66792
run_00747,2026-08-24 12:28,Code Reviewer,clank-pro,Slack,failed,Tool timeout,126.3,7,20200,4681,1.18772
run_00748,2026-08-24 15:44,Code Reviewer,clank-ultra,API,escalated,,78.4,6,11587,2355,2.54084
run_00749,2026-08-24 14:29,Lead Enricher,clank-pro,Webhook,succeeded,,42.7,4,8428,1749,0.48272
run_00750,2026-08-24 17:07,Lead Enricher,clank-mini,API,succeeded,,30.9,5,6086,1147,0.0627
run_00751,2026-08-24 16:50,Lead Enricher,clank-mini,Schedule,succeeded,,40.1,5,5801,1119,0.06111
run_00752,2026-08-24 14:55,Lead Enricher,clank-mini,API,escalated,,56.3,6,8246,2388,0.09119
run_00753,2026-08-24 10:44,Lead Enricher,clank-mini,Webhook,succeeded,,58.2,6,10587,2373,0.10032
run_00754,2026-08-24 14:00,Lead Enricher,clank-mini,Schedule,succeeded,,60.8,5,9390,2534,0.0981
run_00755,2026-08-24 15:40,Lead Enricher,clank-pro,API,succeeded,,62.4,4,8870,1620,0.4805
run_00756,2026-08-24 10:23,Lead Enricher,clank-pro,API,escalated,,33.4,4,5673,1100,0.32219
run_00757,2026-08-24 12:33,Lead Enricher,clank-pro,API,failed,Rate limited,26.5,6,5315,1269,0.33173
run_00758,2026-08-24 17:44,Lead Enricher,clank-pro,Webhook,succeeded,,13.8,4,3320,848,0.22136
run_00759,2026-08-24 09:40,Lead Enricher,clank-mini,Schedule,succeeded,,24.9,5,4910,762,0.05183
run_00760,2026-08-24 08:29,On-call Summarizer,clank-ultra,Slack,succeeded,,54.7,14,11612,3232,2.9648
run_00761,2026-08-24 15:58,On-call Summarizer,clank-ultra,API,succeeded,,36.5,9,8985,2048,2.08124
run_00762,2026-08-24 15:12,On-call Summarizer,clank-ultra,API,succeeded,,111.2,17,24118,4589,5.11688
run_00763,2026-08-24 17:27,On-call Summarizer,clank-ultra,Slack,succeeded,,30.9,7,6429,1653,1.58492
run_00764,2026-08-24 12:05,On-call Summarizer,clank-ultra,API,succeeded,,30.7,8,7137,2106,1.88732
run_00765,2026-08-25 15:40,Support Triage,clank-mini,API,succeeded,,21.7,2,3934,1029,0.0522
run_00766,2026-08-25 10:17,Support Triage,clank-mini,API,succeeded,,10.0,3,2151,585,0.03796
run_00767,2026-08-25 12:25,Support Triage,clank-mini,Slack,succeeded,,13.6,3,3273,766,0.04535
run_00768,2026-08-25 13:11,Support Triage,clank-mini,Webhook,succeeded,,28.1,4,4814,1440,0.0623
run_00769,2026-08-25 12:10,Support Triage,clank-mini,API,succeeded,,16.7,1,2156,400,0.03502
run_00770,2026-08-25 10:20,Support Triage,clank-mini,API,succeeded,,9.4,3,2514,597,0.03961
run_00771,2026-08-25 16:27,Support Triage,clank-mini,API,succeeded,,6.2,4,2334,525,0.03774
run_00772,2026-08-25 14:10,Support Triage,clank-mini,Webhook,succeeded,,23.4,3,4324,992,0.05317
run_00773,2026-08-25 11:23,Support Triage,clank-pro,Slack,succeeded,,10.1,1,1986,428,0.13094
run_00774,2026-08-25 08:11,Support Triage,clank-pro,API,succeeded,,10.9,3,2421,295,0.12803
run_00775,2026-08-25 16:13,Support Triage,clank-mini,Slack,succeeded,,15.1,2,2270,386,0.03526
run_00776,2026-08-25 09:36,Support Triage,clank-pro,API,succeeded,,11.4,4,3022,901,0.21878
run_00777,2026-08-25 14:28,Support Triage,clank-mini,API,succeeded,,15.2,2,3220,915,0.04752
run_00778,2026-08-25 12:02,Support Triage,clank-pro,Webhook,succeeded,,15.8,5,4220,715,0.2324
run_00779,2026-08-25 17:05,Support Triage,clank-mini,API,succeeded,,10.7,1,2083,295,0.03305
run_00780,2026-08-25 12:01,Support Triage,clank-mini,Slack,succeeded,,17.5,4,4172,1114,0.05451
run_00781,2026-08-25 12:59,Support Triage,clank-mini,API,succeeded,,11.4,2,2129,523,0.03688
run_00782,2026-08-25 11:07,Support Triage,clank-mini,Slack,succeeded,,12.4,4,3218,769,0.04518
run_00783,2026-08-25 17:49,Support Triage,clank-mini,API,succeeded,,11.8,1,2006,506,0.03612
run_00784,2026-08-25 09:04,Support Triage,clank-pro,API,succeeded,,10.7,3,2558,702,0.18098
